documentId,matterId,file,versionCount,kind,kindLabel,isEmail,deepseekLabel,source,modelPrediction,modelConfidence,agreement,needsReview,reviewReason
hv-1001-00001-cover-letter-ftc-pno,hv-1001-00001,hv-1001-00001-cover-letter-ftc-pno.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.9555,True,False,
hv-1001-00001-early-termination-request-letter,hv-1001-00001,hv-1001-00001-early-termination-request-letter.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.928,True,False,
hv-1001-00001-email-coordination-simultaneous-filing,hv-1001-00001,hv-1001-00001-email-coordination-simultaneous-filing.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,True,correspondence,legal-bert,regulatory_filing,0.6096,False,False,
hv-1001-00001-email-ftc-staff-availability,hv-1001-00001,hv-1001-00001-email-ftc-staff-availability.v1.txt,1,correspondence,Correspondence,True,correspondence,legal-bert,correspondence,0.6019,True,False,
hv-1001-00001-email-gk-naics-code-consistency,hv-1001-00001,hv-1001-00001-email-gk-naics-code-consistency.v1.txt,1,correspondence,Correspondence,True,correspondence,legal-bert,correspondence,0.9081,True,False,
hv-1001-00001-email-whitfield-crane-hsr-clearance,hv-1001-00001,hv-1001-00001-email-whitfield-crane-hsr-clearance.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,True,regulatory_filing,legal-bert,regulatory_filing,0.4921,True,False,
hv-1001-00001-engagement-letter-ardent-capital,hv-1001-00001,hv-1001-00001-engagement-letter-ardent-capital.v1.txt,1,engagement_letter,Engagement Letter,False,engagement_letter,deepseek,engagement_letter,0.9705,True,False,
hv-1001-00001-final-invoice-matter-closing-letter,hv-1001-00001,hv-1001-00001-final-invoice-matter-closing-letter.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,matter_administration_memo,0.9521,True,False,
hv-1001-00001-ftc-early-termination-notice-annotated,hv-1001-00001,hv-1001-00001-ftc-early-termination-notice-annotated.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,matter_administration_memo,0.9243,False,True,confident model disagrees
hv-1001-00001-ftc-pno-filing-receipt-annotated,hv-1001-00001,hv-1001-00001-ftc-pno-filing-receipt-annotated.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.9567,True,False,
hv-1001-00001-hsr-clearance-certificate,hv-1001-00001,hv-1001-00001-hsr-clearance-certificate.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.9754,True,False,
hv-1001-00001-hsr-filing-checklist-timeline,hv-1001-00001,hv-1001-00001-hsr-filing-checklist-timeline.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.9574,True,False,
hv-1001-00001-hsr-filing-fee-wire-instructions,hv-1001-00001,hv-1001-00001-hsr-filing-fee-wire-instructions.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.9562,True,False,
hv-1001-00001-letter-bracewell-thornton-regulatory-condition,hv-1001-00001,hv-1001-00001-letter-bracewell-thornton-regulatory-condition.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,correspondence,0.9251,True,False,
hv-1001-00001-letter-gk-coordination-protocol,hv-1001-00001,hv-1001-00001-letter-gk-coordination-protocol.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.9364,True,False,
hv-1001-00001-letter-item-4c-4d-collection-instructions,hv-1001-00001,hv-1001-00001-letter-item-4c-4d-collection-instructions.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,correspondence,0.4157,True,False,
hv-1001-00001-market-definition-competitive-analysis-memo,hv-1001-00001,hv-1001-00001-market-definition-competitive-analysis-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.931,True,False,
hv-1001-00001-matter-opening-memorandum,hv-1001-00001,hv-1001-00001-matter-opening-memorandum.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,matter_administration_memo,0.9494,True,False,
hv-1001-00001-memo-federal-register-notice,hv-1001-00001,hv-1001-00001-memo-federal-register-notice.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,legal_research_memorandum,0.7634,False,False,
hv-1001-00001-portfolio-company-overlap-analysis,hv-1001-00001,hv-1001-00001-portfolio-company-overlap-analysis.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9201,True,False,
hv-1001-00001-preliminary-antitrust-risk-assessment,hv-1001-00001,hv-1001-00001-preliminary-antitrust-risk-assessment.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.8595,True,False,
hv-1001-00001-state-regulatory-con-analysis,hv-1001-00001,hv-1001-00001-state-regulatory-con-analysis.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9127,True,False,
hv-1001-00001-vertical-relationships-analysis,hv-1001-00001,hv-1001-00001-vertical-relationships-analysis.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.4962,True,False,
hv-1001-00001-voluntary-submission-white-paper,hv-1001-00001,hv-1001-00001-voluntary-submission-white-paper.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.9575,True,False,
hv-1001-00002-bring-down-officers-certificate,hv-1001-00002,hv-1001-00002-bring-down-officers-certificate.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.9752,True,False,
hv-1001-00002-carried-interest-allocation-agreement,hv-1001-00002,hv-1001-00002-carried-interest-allocation-agreement.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,organizational_document,0.59,False,False,
hv-1001-00002-closing-certificate-gp,hv-1001-00002,hv-1001-00002-closing-certificate-gp.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.9618,True,False,
hv-1001-00002-co-investment-allocation-policy,hv-1001-00002,hv-1001-00002-co-investment-allocation-policy.v1.txt,1,compliance_policy,Compliance Policy or Procedure,False,compliance_policy,deepseek,compliance_policy,0.9304,True,False,
hv-1001-00002-conflict-check-memo,hv-1001-00002,hv-1001-00002-conflict-check-memo.v1.txt,1,conflict_check_memorandum,Conflicts Check Memorandum,False,conflict_check_memorandum,deepseek,conflict_check_memorandum,0.9611,True,False,
hv-1001-00002-cover-letter-to-whitford-chase-re-trask,hv-1001-00002,hv-1001-00002-cover-letter-to-whitford-chase-re-trask.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,settlement_agreement,0.8817,False,False,
hv-1001-00002-draft-form-adv-part-2a-brochure-supplement,hv-1001-00002,hv-1001-00002-draft-form-adv-part-2a-brochure-supplement.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.9538,True,False,
hv-1001-00002-email-to-heathrow-whitman-re-tax-reporting,hv-1001-00002,hv-1001-00002-email-to-heathrow-whitman-re-tax-reporting.v1.txt,1,correspondence,Correspondence,True,legal_research_memorandum,legal-bert,correspondence,0.9546,False,False,
hv-1001-00002-engagement-letter,hv-1001-00002,hv-1001-00002-engagement-letter.v1.txt,1,engagement_letter,Engagement Letter,False,engagement_letter,deepseek,engagement_letter,0.9689,True,False,
hv-1001-00002-form-adv-amendment-summary-memo,hv-1001-00002,hv-1001-00002-form-adv-amendment-summary-memo.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,legal_research_memorandum,0.8479,False,False,
hv-1001-00002-gp-intermediate-certificate-of-formation,hv-1001-00002,hv-1001-00002-gp-intermediate-certificate-of-formation.v1.txt,1,organizational_document,"Charter, Bylaws or Organizational Document",False,organizational_document,deepseek,organizational_document,0.9552,True,False,
hv-1001-00002-gp-intermediate-llc-agreement,hv-1001-00002,hv-1001-00002-gp-intermediate-llc-agreement.v1.txt,1,organizational_document,"Charter, Bylaws or Organizational Document",False,organizational_document,deepseek,organizational_document,0.9573,True,False,
hv-1001-00002-gp-member-consent-resolutions,hv-1001-00002,hv-1001-00002-gp-member-consent-resolutions.v1.txt,1,board_or_stockholder_consent,Board or Stockholder Resolution and Minutes,False,board_or_stockholder_consent,deepseek,board_or_stockholder_consent,0.9708,True,False,
hv-1001-00002-gp-second-amended-llc-agreement,hv-1001-00002,hv-1001-00002-gp-second-amended-llc-agreement.v1.txt,1,organizational_document,"Charter, Bylaws or Organizational Document",False,organizational_document,deepseek,organizational_document,0.957,True,False,
hv-1001-00002-holdco-certificate-of-formation,hv-1001-00002,hv-1001-00002-holdco-certificate-of-formation.v1.txt,1,organizational_document,"Charter, Bylaws or Organizational Document",False,organizational_document,deepseek,organizational_document,0.9567,True,False,
hv-1001-00002-holdco-llc-agreement,hv-1001-00002,hv-1001-00002-holdco-llc-agreement.v1.txt,1,organizational_document,"Charter, Bylaws or Organizational Document",False,organizational_document,deepseek,organizational_document,0.9563,True,False,
hv-1001-00002-kellner-carry-retention-side-letter,hv-1001-00002,hv-1001-00002-kellner-carry-retention-side-letter.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,employment_agreement,0.3889,True,False,
hv-1001-00002-kellner-senior-advisor-agreement,hv-1001-00002,hv-1001-00002-kellner-senior-advisor-agreement.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,commercial_agreement,0.5222,False,False,
hv-1001-00002-kellner-separation-agreement,hv-1001-00002,hv-1001-00002-kellner-separation-agreement.v1.txt,1,settlement_agreement,Settlement Agreement and Release,False,settlement_agreement,deepseek,settlement_agreement,0.9314,True,False,
hv-1001-00002-letter-to-pemberton-hale-re-coordination,hv-1001-00002,hv-1001-00002-letter-to-pemberton-hale-re-coordination.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,engagement_letter,0.5867,False,False,
hv-1001-00002-lp-notification-letter,hv-1001-00002,hv-1001-00002-lp-notification-letter.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,correspondence,0.9148,True,False,
hv-1001-00002-lpa-amendment-no-1,hv-1001-00002,hv-1001-00002-lpa-amendment-no-1.v1.txt,1,organizational_document,"Charter, Bylaws or Organizational Document",False,organizational_document,deepseek,organizational_document,0.9484,True,False,
hv-1001-00002-lpac-form-of-written-consent,hv-1001-00002,hv-1001-00002-lpac-form-of-written-consent.v1.txt,1,board_or_stockholder_consent,Board or Stockholder Resolution and Minutes,False,board_or_stockholder_consent,deepseek,board_or_stockholder_consent,0.9683,True,False,
hv-1001-00002-lpac-notification-and-consent-letter,hv-1001-00002,hv-1001-00002-lpac-notification-and-consent-letter.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,correspondence,0.9191,True,False,
hv-1001-00002-lpac-presentation-memo,hv-1001-00002,hv-1001-00002-lpac-presentation-memo.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,legal_research_memorandum,0.8488,False,False,
hv-1001-00002-management-fee-sharing-agreement,hv-1001-00002,hv-1001-00002-management-fee-sharing-agreement.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,organizational_document,0.6192,False,False,
hv-1001-00002-manco-second-amended-llc-agreement,hv-1001-00002,hv-1001-00002-manco-second-amended-llc-agreement.v1.txt,1,organizational_document,"Charter, Bylaws or Organizational Document",False,organizational_document,deepseek,organizational_document,0.9553,True,False,
hv-1001-00002-matter-closing-memo,hv-1001-00002,hv-1001-00002-matter-closing-memo.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,matter_administration_memo,0.9504,True,False,
hv-1001-00002-restructuring-options-memo,hv-1001-00002,hv-1001-00002-restructuring-options-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9292,True,False,
hv-1001-00002-section-704-analysis-memo,hv-1001-00002,hv-1001-00002-section-704-analysis-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9291,True,False,
hv-1001-00002-side-letter-compliance-memo,hv-1001-00002,hv-1001-00002-side-letter-compliance-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.7463,True,False,
hv-1001-00002-tax-structuring-memo,hv-1001-00002,hv-1001-00002-tax-structuring-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9257,True,False,
hv-1001-00002-trask-carry-retention-side-letter,hv-1001-00002,hv-1001-00002-trask-carry-retention-side-letter.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,engagement_letter,0.7893,False,False,
hv-1001-00002-trask-separation-agreement,hv-1001-00002,hv-1001-00002-trask-separation-agreement.v2.txt,2,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,settlement_agreement,0.7581,False,False,
hv-1001-00003-asset-purchase-agreement,hv-1001-00003,hv-1001-00003-asset-purchase-agreement.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,purchase_agreement,0.9609,True,False,
hv-1001-00003-asset-purchase-agreement-first,hv-1001-00003,hv-1001-00003-asset-purchase-agreement-first.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,purchase_agreement,0.962,True,False,
hv-1001-00003-asset-purchase-agreement-redline-seller,hv-1001-00003,hv-1001-00003-asset-purchase-agreement-redline-seller.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,purchase_agreement,0.9621,True,False,
hv-1001-00003-assignment-and-assumption-agreement,hv-1001-00003,hv-1001-00003-assignment-and-assumption-agreement.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,commercial_agreement,0.8999,False,False,
hv-1001-00003-bill-of-sale,hv-1001-00003,hv-1001-00003-bill-of-sale.v1.txt,1,commercial_agreement,Commercial or Services Agreement,False,commercial_agreement,deepseek,credit_or_financing_agreement,0.5896,False,False,
hv-1001-00003-buyer-closing-certificate,hv-1001-00003,hv-1001-00003-buyer-closing-certificate.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.9735,True,False,
hv-1001-00003-disclosure-schedules-to-apa,hv-1001-00003,hv-1001-00003-disclosure-schedules-to-apa.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,purchase_agreement,0.9623,True,False,
hv-1001-00003-due-diligence-summary-memorandum,hv-1001-00003,hv-1001-00003-due-diligence-summary-memorandum.v1.txt,1,due_diligence_document,Due Diligence Request List or Report,False,due_diligence_document,deepseek,legal_research_memorandum,0.6706,False,False,
hv-1001-00003-earnout-agreement,hv-1001-00003,hv-1001-00003-earnout-agreement.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,commercial_agreement,0.2919,False,False,
hv-1001-00003-email-apa-distribution-to-counterparty,hv-1001-00003,hv-1001-00003-email-apa-distribution-to-counterparty.v1.txt,1,correspondence,Correspondence,True,correspondence,legal-bert,correspondence,0.9498,True,False,
hv-1001-00003-employment-agreement-whitfield,hv-1001-00003,hv-1001-00003-employment-agreement-whitfield.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,employment_agreement,0.9537,True,False,
hv-1001-00003-employment-agreement-whitfield-torres,hv-1001-00003,hv-1001-00003-employment-agreement-whitfield-torres.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,employment_agreement,0.9536,True,False,
hv-1001-00003-engagement-letter-ardent-capital,hv-1001-00003,hv-1001-00003-engagement-letter-ardent-capital.v1.txt,1,engagement_letter,Engagement Letter,False,engagement_letter,deepseek,engagement_letter,0.9708,True,False,
hv-1001-00003-escrow-agreement,hv-1001-00003,hv-1001-00003-escrow-agreement.v1.txt,1,credit_or_financing_agreement,"Credit, Security or Financing Agreement",False,credit_or_financing_agreement,deepseek,credit_or_financing_agreement,0.9643,True,False,
hv-1001-00003-firpta-certificate,hv-1001-00003,hv-1001-00003-firpta-certificate.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.9686,True,False,
hv-1001-00003-healthcare-regulatory-compliance-memo,hv-1001-00003,hv-1001-00003-healthcare-regulatory-compliance-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9142,True,False,
hv-1001-00003-ip-assignment-agreement,hv-1001-00003,hv-1001-00003-ip-assignment-agreement.v1.txt,1,ip_or_technology_agreement,IP or Technology Agreement,False,ip_or_technology_agreement,deepseek,ip_or_technology_agreement,0.9681,True,False,
hv-1001-00003-legal-opinion-calderwood-harkness,hv-1001-00003,hv-1001-00003-legal-opinion-calderwood-harkness.v1.txt,1,legal_opinion_letter,Legal Opinion Letter,False,legal_opinion_letter,deepseek,legal_opinion_letter,0.9682,True,False,
hv-1001-00003-litigation-regulatory-review-memo,hv-1001-00003,hv-1001-00003-litigation-regulatory-review-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.8561,True,False,
hv-1001-00003-non-compete-whitfield,hv-1001-00003,hv-1001-00003-non-compete-whitfield.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,employment_agreement,0.9503,True,False,
hv-1001-00003-non-compete-whitfield-torres,hv-1001-00003,hv-1001-00003-non-compete-whitfield-torres.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,employment_agreement,0.9496,True,False,
hv-1001-00003-officer-certificate-no-mae,hv-1001-00003,hv-1001-00003-officer-certificate-no-mae.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.975,True,False,
hv-1001-00003-payoff-letter-lien-release-instructions,hv-1001-00003,hv-1001-00003-payoff-letter-lien-release-instructions.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,correspondence,0.61,False,True,deepseek returned no label
hv-1001-00003-post-closing-letter-to-client,hv-1001-00003,hv-1001-00003-post-closing-letter-to-client.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,legal_research_memorandum,0.2233,False,False,
hv-1001-00003-pre-closing-deficiency-letter,hv-1001-00003,hv-1001-00003-pre-closing-deficiency-letter.v1.txt,1,correspondence,Correspondence,True,correspondence,legal-bert,correspondence,0.9397,True,False,
hv-1001-00003-rw-insurance-coverage-memo,hv-1001-00003,hv-1001-00003-rw-insurance-coverage-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9227,True,False,
hv-1001-00003-secretary-certificate-buyer,hv-1001-00003,hv-1001-00003-secretary-certificate-buyer.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.976,True,False,
hv-1001-00003-secretary-certificate-seller,hv-1001-00003,hv-1001-00003-secretary-certificate-seller.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.9763,True,False,
hv-1001-00003-section-338-asset-allocation-memo,hv-1001-00003,hv-1001-00003-section-338-asset-allocation-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.91,True,False,
hv-1001-00003-seller-closing-certificate,hv-1001-00003,hv-1001-00003-seller-closing-certificate.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,closing_certificate,0.9735,True,False,
hv-1001-00003-tax-structure-memorandum,hv-1001-00003,hv-1001-00003-tax-structure-memorandum.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9249,True,False,
hv-1001-00003-transition-services-agreement,hv-1001-00003,hv-1001-00003-transition-services-agreement.v1.txt,1,commercial_agreement,Commercial or Services Agreement,False,commercial_agreement,deepseek,commercial_agreement,0.9451,True,False,
hv-1001-00004-10b-5-negative-assurance-letter,hv-1001-00004,hv-1001-00004-10b-5-negative-assurance-letter.v1.txt,1,legal_opinion_letter,Legal Opinion Letter,False,legal_opinion_letter,deepseek,securities_offering_document,0.8275,False,False,
hv-1001-00004-antitrust-risk-assessment-memo,hv-1001-00004,hv-1001-00004-antitrust-risk-assessment-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9152,True,False,
hv-1001-00004-bundeskartellamt-filing-instruction-letter,hv-1001-00004,hv-1001-00004-bundeskartellamt-filing-instruction-letter.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,correspondence,0.8017,False,False,
hv-1001-00004-certificate-of-merger,hv-1001-00004,hv-1001-00004-certificate-of-merger.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,organizational_document,0.8035,False,False,
hv-1001-00004-cfius-mitigation-strategy-memo,hv-1001-00004,hv-1001-00004-cfius-mitigation-strategy-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.7263,True,False,
hv-1001-00004-cfius-voluntary-notice-draft-narrative,hv-1001-00004,hv-1001-00004-cfius-voluntary-notice-draft-narrative.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,regulatory_filing,0.9573,True,False,
hv-1001-00004-co-investment-agreement-northvale,hv-1001-00004,hv-1001-00004-co-investment-agreement-northvale.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,securities_offering_document,0.498,False,False,
hv-1001-00004-co-investment-agreement-summit-ridge,hv-1001-00004,hv-1001-00004-co-investment-agreement-summit-ridge.v1.txt,1,engagement_letter,Engagement Letter,False,engagement_letter,deepseek,securities_offering_document,0.6747,False,False,
hv-1001-00004-commitment-letter-stonebridge,hv-1001-00004,hv-1001-00004-commitment-letter-stonebridge.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,term_sheet_or_loi,0.9611,False,True,deepseek returned no label
hv-1001-00004-conflict-waiver-letter-vectis,hv-1001-00004,hv-1001-00004-conflict-waiver-letter-vectis.v1.txt,1,conflict_check_memorandum,Conflicts Check Memorandum,False,conflict_check_memorandum,deepseek,conflict_check_memorandum,0.9565,True,False,
hv-1001-00004-corporate-org-diligence-memo,hv-1001-00004,hv-1001-00004-corporate-org-diligence-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,legal_research_memorandum,0.9132,True,False,
hv-1001-00004-credit-agreement,hv-1001-00004,hv-1001-00004-credit-agreement.v1.txt,1,credit_or_financing_agreement,"Credit, Security or Financing Agreement",False,credit_or_financing_agreement,deepseek,credit_or_financing_agreement,0.9646,True,False,
hv-1001-00004-disclosure-schedules-buyer,hv-1001-00004,hv-1001-00004-disclosure-schedules-buyer.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,purchase_agreement,0.9602,True,False,
hv-1001-00004-do-tail-policy-instruction-letter,hv-1001-00004,hv-1001-00004-do-tail-policy-instruction-letter.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,correspondence,0.7114,False,False,
hv-1001-00004-email-ashbury-rwi-binding-instructions,hv-1001-00004,hv-1001-00004-email-ashbury-rwi-binding-instructions.v1.txt,1,correspondence,Correspondence,True,correspondence,legal-bert,correspondence,0.9494,True,False,
hv-1001-00004-email-breitfeld-swiss-eu-filing-coordination,hv-1001-00004,hv-1001-00004-email-breitfeld-swiss-eu-filing-coordination.v1.txt,1,correspondence,Correspondence,True,correspondence,legal-bert,correspondence,0.9514,True,False,
hv-1001-00004-email-stonebridge-cp-update,hv-1001-00004,hv-1001-00004-email-stonebridge-cp-update.v1.txt,1,correspondence,Correspondence,True,correspondence,legal-bert,correspondence,0.9535,True,False,
hv-1001-00004-employment-agreement-gruber,hv-1001-00004,hv-1001-00004-employment-agreement-gruber.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,employment_agreement,0.9528,True,False,
hv-1001-00004-employment-agreement-kessler,hv-1001-00004,hv-1001-00004-employment-agreement-kessler.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,employment_agreement,0.9532,True,False,
