documentId,matterId,file,versionCount,kind,kindLabel,isEmail,deepseekLabel,source,modelPrediction,modelConfidence,agreement,needsReview,reviewReason
hv-1033-00002-sec-comment-response-letter,hv-1033-00002,hv-1033-00002-sec-comment-response-letter.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,securities_offering_document,0.9668,False,True,confident model disagrees
hv-1018-00006-license-agreement-redline-lcf,hv-1018-00006,hv-1018-00006-license-agreement-redline-lcf.v1.txt,1,commercial_agreement,Commercial or Services Agreement,False,commercial_agreement,deepseek,ip_or_technology_agreement,0.9663,False,True,confident model disagrees
hv-1018-00006-schedule-f-mfn-pricing-methodology,hv-1018-00006,hv-1018-00006-schedule-f-mfn-pricing-methodology.v1.txt,1,commercial_agreement,Commercial or Services Agreement,False,commercial_agreement,deepseek,ip_or_technology_agreement,0.9661,False,True,confident model disagrees
hv-1015-00001-draft-10b5-letter-pdy,hv-1015-00001,hv-1015-00001-draft-10b5-letter-pdy.v1.txt,1,legal_opinion_letter,Legal Opinion Letter,False,legal_opinion_letter,deepseek,securities_offering_document,0.9657,False,True,confident model disagrees
hv-1042-00002-founder-ip-assignment-confirmation,hv-1042-00002,hv-1042-00002-founder-ip-assignment-confirmation.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,ip_or_technology_agreement,0.9655,False,True,confident model disagrees
hv-1041-00002-commitment-letter-borrower-markup,hv-1041-00002,hv-1041-00002-commitment-letter-borrower-markup.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,term_sheet_or_loi,0.9654,False,True,deepseek returned no label
hv-1021-00001-good-standing-request-letters,hv-1021-00001,hv-1021-00001-good-standing-request-letters.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,closing_certificate,0.9649,False,True,confident model disagrees
hv-1015-00001-sec-response-letter-second-round,hv-1015-00001,hv-1015-00001-sec-response-letter-second-round.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,securities_offering_document,0.9648,False,True,confident model disagrees
hv-1018-00006-schedule-e-development-plan,hv-1018-00006,hv-1018-00006-schedule-e-development-plan.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,ip_or_technology_agreement,0.9644,False,True,confident model disagrees
hv-1034-00004-data-request-letter-counterparty,hv-1034-00004,hv-1034-00004-data-request-letter-counterparty.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,engagement_letter,0.9642,False,True,confident model disagrees
hv-1010-00002-legal-opinion-validity-of-shares,hv-1010-00002,hv-1010-00002-legal-opinion-validity-of-shares.v1.txt,1,securities_offering_document,Securities Offering Document,False,securities_offering_document,deepseek,legal_opinion_letter,0.9631,False,True,confident model disagrees
hv-1025-00001-10b5-1-representation-letter,hv-1025-00001,hv-1025-00001-10b5-1-representation-letter.v1.txt,1,legal_opinion_letter,Legal Opinion Letter,False,legal_opinion_letter,deepseek,securities_offering_document,0.9631,False,True,confident model disagrees
hv-1005-00001-mortgage-schaumburg-il,hv-1005-00001,hv-1005-00001-mortgage-schaumburg-il.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,credit_or_financing_agreement,0.9628,False,True,deepseek returned no label
hv-1013-00003-schedule-of-purchasers,hv-1013-00003,hv-1013-00003-schedule-of-purchasers.v1.txt,1,purchase_agreement,Purchase or Merger Agreement,False,purchase_agreement,deepseek,credit_or_financing_agreement,0.9623,False,True,confident model disagrees
hv-1033-00005-initial-term-sheet-ellender,hv-1033-00005,hv-1033-00005-initial-term-sheet-ellender.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,term_sheet_or_loi,0.9615,False,True,confident model disagrees
hv-1025-00004-trust-agreement-tidewater-re,hv-1025-00004,hv-1025-00004-trust-agreement-tidewater-re.v1.txt,1,credit_or_financing_agreement,"Credit, Security or Financing Agreement",False,credit_or_financing_agreement,deepseek,closing_certificate,0.9613,False,True,confident model disagrees
hv-1001-00004-commitment-letter-stonebridge,hv-1001-00004,hv-1001-00004-commitment-letter-stonebridge.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,term_sheet_or_loi,0.9611,False,True,deepseek returned no label
hv-1012-00001-initial-compliance-certificate,hv-1012-00001,hv-1012-00001-initial-compliance-certificate.v1.txt,1,credit_or_financing_agreement,"Credit, Security or Financing Agreement",False,credit_or_financing_agreement,deepseek,closing_certificate,0.961,False,True,confident model disagrees
hv-1008-00003-de-good-standing-request-letter,hv-1008-00003,hv-1008-00003-de-good-standing-request-letter.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,closing_certificate,0.9605,False,True,confident model disagrees
hv-1038-00009-bring-down-diligence-certificate,hv-1038-00009,hv-1038-00009-bring-down-diligence-certificate.v1.txt,1,closing_certificate,Closing Certificate,False,closing_certificate,deepseek,due_diligence_document,0.9605,False,True,confident model disagrees
hv-1016-00003-dd-memo-regulatory-licensing,hv-1016-00003,hv-1016-00003-dd-memo-regulatory-licensing.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9604,False,True,confident model disagrees
hv-1015-00001-part-ii-information-not-required,hv-1015-00001,hv-1015-00001-part-ii-information-not-required.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,securities_offering_document,0.9601,False,True,confident model disagrees
hv-1041-00002-conflict-check-memorandum,hv-1041-00002,hv-1041-00002-conflict-check-memorandum.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,conflict_check_memorandum,0.9601,False,True,deepseek returned no label
hv-1006-00007-due-diligence-issues-memo,hv-1006-00007,hv-1006-00007-due-diligence-issues-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.96,False,True,confident model disagrees
hv-1009-00001-litigation-diligence-memo,hv-1009-00001,hv-1009-00001-litigation-diligence-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9598,False,True,confident model disagrees
hv-1043-00001-letter-cim-transmittal-negative-assurance,hv-1043-00001,hv-1043-00001-letter-cim-transmittal-negative-assurance.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,engagement_letter,0.9598,False,True,confident model disagrees
hv-1036-00004-comprehensive-dd-summary-memorandum,hv-1036-00004,hv-1036-00004-comprehensive-dd-summary-memorandum.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9597,False,True,confident model disagrees
hv-1044-00006-carmichael-declaration-mtd,hv-1044-00006,hv-1044-00006-carmichael-declaration-mtd.v1.txt,1,court_order,Court Order or Judgment,False,court_order,deepseek,discovery_document,0.9597,False,True,confident model disagrees
hv-1039-00002-dd-memo-corporate-organizational,hv-1039-00002,hv-1039-00002-dd-memo-corporate-organizational.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9596,False,True,confident model disagrees
hv-1031-00001-notification-to-pinnacle-engagement-partner,hv-1031-00001,hv-1031-00001-notification-to-pinnacle-engagement-partner.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,conflict_check_memorandum,0.9592,False,True,confident model disagrees
hv-1023-00001-dd-memo-material-contracts,hv-1023-00001,hv-1023-00001-dd-memo-material-contracts.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.959,False,True,confident model disagrees
hv-1015-00001-dd-memo-tax-structure,hv-1015-00001,hv-1015-00001-dd-memo-tax-structure.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9587,False,True,confident model disagrees
hv-1009-00001-dd-summary-risk-assessment-memo,hv-1009-00001,hv-1009-00001-dd-summary-risk-assessment-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9586,False,True,confident model disagrees
hv-1015-00001-dd-memo-corporate-organization,hv-1015-00001,hv-1015-00001-dd-memo-corporate-organization.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9586,False,True,confident model disagrees
hv-1001-00004-employment-benefits-diligence-memo,hv-1001-00004,hv-1001-00004-employment-benefits-diligence-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9584,False,True,confident model disagrees
hv-1008-00002-sec-comment-response-round-1,hv-1008-00002,hv-1008-00002-sec-comment-response-round-1.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,securities_offering_document,0.9584,False,True,confident model disagrees
hv-1021-00003-declaration-pellegrini-psj,hv-1021-00003,hv-1021-00003-declaration-pellegrini-psj.v1.txt,1,motion_or_brief,Motion or Brief,False,motion_or_brief,deepseek,discovery_document,0.9579,False,True,confident model disagrees
hv-1017-00004-declaration-makhija-certification,hv-1017-00004,hv-1017-00004-declaration-makhija-certification.v1.txt,1,motion_or_brief,Motion or Brief,False,motion_or_brief,deepseek,discovery_document,0.9577,False,True,confident model disagrees
hv-1043-00002-environmental-dd-memo-stonebridge,hv-1043-00002,hv-1043-00002-environmental-dd-memo-stonebridge.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9576,False,True,confident model disagrees
hv-1015-00002-draft-buyer-guaranty-agreement,hv-1015-00002,hv-1015-00002-draft-buyer-guaranty-agreement.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,credit_or_financing_agreement,0.9575,False,True,deepseek returned no label
hv-1003-00003-tax-dd-memo,hv-1003-00003,hv-1003-00003-tax-dd-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9574,False,True,confident model disagrees
hv-1022-00001-expert-retention-letter-berger,hv-1022-00001,hv-1022-00001-expert-retention-letter-berger.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,engagement_letter,0.9573,False,True,confident model disagrees
hv-1020-00003-10b-5-disclosure-letter,hv-1020-00003,hv-1020-00003-10b-5-disclosure-letter.v1.txt,1,legal_opinion_letter,Legal Opinion Letter,False,legal_opinion_letter,deepseek,securities_offering_document,0.957,False,True,confident model disagrees
hv-1023-00001-dd-memo-litigation,hv-1023-00001,hv-1023-00001-dd-memo-litigation.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.957,False,True,confident model disagrees
hv-1017-00004-declaration-truong-notice-admin,hv-1017-00004,hv-1017-00004-declaration-truong-notice-admin.v1.txt,1,motion_or_brief,Motion or Brief,False,motion_or_brief,deepseek,discovery_document,0.9569,False,True,confident model disagrees
hv-1012-00002-restructuring-support-agreement,hv-1012-00002,hv-1012-00002-restructuring-support-agreement.v1.txt,1,credit_or_financing_agreement,"Credit, Security or Financing Agreement",False,credit_or_financing_agreement,deepseek,term_sheet_or_loi,0.9567,False,True,confident model disagrees
hv-1014-00005-letter-to-trident-ips-docket-hold,hv-1014-00005,hv-1014-00005-letter-to-trident-ips-docket-hold.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,litigation_hold_notice,0.9567,False,True,confident model disagrees
hv-1011-00003-coexistence-agreement-first,hv-1011-00003,hv-1011-00003-coexistence-agreement-first.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,ip_or_technology_agreement,0.9566,False,True,confident model disagrees
hv-1021-00001-syndication-flex-letter,hv-1021-00001,hv-1021-00001-syndication-flex-letter.v1.txt,1,securities_offering_document,Securities Offering Document,False,securities_offering_document,deepseek,term_sheet_or_loi,0.9564,False,True,confident model disagrees
hv-1015-00001-dd-summary-memo-overall-findings,hv-1015-00001,hv-1015-00001-dd-summary-memo-overall-findings.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9561,False,True,confident model disagrees
hv-1003-00003-rw-insurance-application,hv-1003-00003,hv-1003-00003-rw-insurance-application.v1.txt,1,securities_offering_document,Securities Offering Document,False,securities_offering_document,deepseek,regulatory_filing,0.956,False,True,confident model disagrees
hv-1014-00004-draft-discovery-dispute-letter,hv-1014-00004,hv-1014-00004-draft-discovery-dispute-letter.v1.txt,1,settlement_agreement,Settlement Agreement and Release,False,settlement_agreement,deepseek,discovery_document,0.956,False,True,confident model disagrees
hv-1004-00001-pinewood-side-letter,hv-1004-00001,hv-1004-00001-pinewood-side-letter.v1.txt,1,commercial_agreement,Commercial or Services Agreement,False,commercial_agreement,deepseek,term_sheet_or_loi,0.9558,False,True,confident model disagrees
hv-1044-00003-rsa-term-sheet-revised,hv-1044-00003,hv-1044-00003-rsa-term-sheet-revised.v2.txt,2,unclassified,Unclassified,False,unclassified,deepseek,term_sheet_or_loi,0.9556,False,True,deepseek returned no label
hv-1014-00006-data-security-cloud-rider,hv-1014-00006,hv-1014-00006-data-security-cloud-rider.v1.txt,1,commercial_agreement,Commercial or Services Agreement,False,commercial_agreement,deepseek,ip_or_technology_agreement,0.9553,False,True,confident model disagrees
hv-1032-00003-dd-memo-related-party-transactions,hv-1032-00003,hv-1032-00003-dd-memo-related-party-transactions.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9552,False,True,confident model disagrees
hv-1036-00004-tax-dd-memorandum,hv-1036-00004,hv-1036-00004-tax-dd-memorandum.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.955,False,True,confident model disagrees
hv-1008-00010-escrow-agreement-evergreen-trust,hv-1008-00010,hv-1008-00010-escrow-agreement-evergreen-trust.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,credit_or_financing_agreement,0.9549,False,True,deepseek returned no label
hv-1045-00004-depo-prep-memo-reeves,hv-1045-00004,hv-1045-00004-depo-prep-memo-reeves.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,discovery_document,0.9549,False,True,confident model disagrees
hv-1039-00003-engagement-letter-sc-to-tmc,hv-1039-00003,hv-1039-00003-engagement-letter-sc-to-tmc.v1.txt,1,engagement_letter,Engagement Letter,False,engagement_letter,deepseek,conflict_check_memorandum,0.9545,False,True,confident model disagrees
hv-1039-00005-doj-preservation-response-letter,hv-1039-00005,hv-1039-00005-doj-preservation-response-letter.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,litigation_hold_notice,0.9544,False,True,confident model disagrees
hv-1016-00005-draft-supplemental-testimony-moretti,hv-1016-00005,hv-1016-00005-draft-supplemental-testimony-moretti.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,discovery_document,0.9543,False,True,confident model disagrees
hv-1032-00003-letter-sc-to-vk-dd-protocol,hv-1032-00003,hv-1032-00003-letter-sc-to-vk-dd-protocol.v1.txt,1,securities_offering_document,Securities Offering Document,False,securities_offering_document,deepseek,due_diligence_document,0.9542,False,True,confident model disagrees
hv-1039-00003-draft-covenant-compliance-certificate,hv-1039-00003,hv-1039-00003-draft-covenant-compliance-certificate.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,closing_certificate,0.9541,False,True,confident model disagrees
hv-1016-00005-direct-testimony-winfield,hv-1016-00005,hv-1016-00005-direct-testimony-winfield.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,discovery_document,0.954,False,True,confident model disagrees
hv-1041-00002-commitment-letter-final,hv-1041-00002,hv-1041-00002-commitment-letter-final.v1.txt,1,engagement_letter,Engagement Letter,False,engagement_letter,deepseek,term_sheet_or_loi,0.9533,False,True,confident model disagrees
hv-1002-00004-customer-concentration-risk-memo,hv-1002-00004,hv-1002-00004-customer-concentration-risk-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9532,False,True,confident model disagrees
hv-1016-00005-direct-testimony-moretti,hv-1016-00005,hv-1016-00005-direct-testimony-moretti.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,discovery_document,0.9532,False,True,confident model disagrees
hv-1030-00001-official-statement-review-memo,hv-1030-00001,hv-1030-00001-official-statement-review-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9532,False,True,confident model disagrees
hv-1044-00004-10b-5-disclosure-letter,hv-1044-00004,hv-1044-00004-10b-5-disclosure-letter.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,securities_offering_document,0.9532,False,True,confident model disagrees
hv-1015-00002-ppa-second-draft-redline-v-first,hv-1015-00002,hv-1015-00002-ppa-second-draft-redline-v-first.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,purchase_agreement,0.9531,False,True,confident model disagrees
hv-1036-00004-local-counsel-opinion-florida,hv-1036-00004,hv-1036-00004-local-counsel-opinion-florida.v1.txt,1,real_property_agreement,Real Property or Lease Agreement,False,real_property_agreement,deepseek,legal_opinion_letter,0.953,False,True,confident model disagrees
hv-1016-00005-direct-testimony-braswell,hv-1016-00005,hv-1016-00005-direct-testimony-braswell.v1.txt,1,motion_or_brief,Motion or Brief,False,motion_or_brief,deepseek,discovery_document,0.9526,False,True,confident model disagrees
hv-1022-00005-hale-deposition-objection-letter,hv-1022-00005,hv-1022-00005-hale-deposition-objection-letter.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,discovery_document,0.9526,False,True,confident model disagrees
hv-1016-00005-direct-testimony-orlov,hv-1016-00005,hv-1016-00005-direct-testimony-orlov.v1.txt,1,motion_or_brief,Motion or Brief,False,motion_or_brief,deepseek,discovery_document,0.9524,False,True,confident model disagrees
hv-1021-00006-meet-and-confer-suncoast-records,hv-1021-00006,hv-1021-00006-meet-and-confer-suncoast-records.v1.txt,1,discovery_document,"Discovery, Deposition or Expert Material",False,discovery_document,deepseek,correspondence,0.9524,False,True,confident model disagrees
hv-1016-00005-direct-testimony-greaves,hv-1016-00005,hv-1016-00005-direct-testimony-greaves.v1.txt,1,regulatory_filing,Regulatory Filing or Government Submission,False,regulatory_filing,deepseek,discovery_document,0.9522,False,True,confident model disagrees
hv-1036-00004-entity-level-dd-memorandum,hv-1036-00004,hv-1036-00004-entity-level-dd-memorandum.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9517,False,True,confident model disagrees
hv-1015-00001-dd-memo-regulatory-permitting,hv-1015-00001,hv-1015-00001-dd-memo-regulatory-permitting.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9513,False,True,confident model disagrees
hv-1025-00006-ct-insurance-dept-closure-letter-annotated,hv-1025-00006,hv-1025-00006-ct-insurance-dept-closure-letter-annotated.v1.txt,1,compliance_policy,Compliance Policy or Procedure,False,compliance_policy,deepseek,matter_administration_memo,0.9512,False,True,confident model disagrees
hv-1011-00005-rw-insurance-underwriting-submission,hv-1011-00005,hv-1011-00005-rw-insurance-underwriting-submission.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,regulatory_filing,0.9511,False,True,confident model disagrees
hv-1043-00002-bring-down-dd-memo,hv-1043-00002,hv-1043-00002-bring-down-dd-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9511,False,True,confident model disagrees
hv-1009-00003-ip-due-diligence-memo,hv-1009-00003,hv-1009-00003-ip-due-diligence-memo.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9508,False,True,confident model disagrees
hv-1037-00004-exhibit-a-patent-license-agreement,hv-1037-00004,hv-1037-00004-exhibit-a-patent-license-agreement.v1.txt,1,ip_or_technology_agreement,IP or Technology Agreement,False,ip_or_technology_agreement,deepseek,settlement_agreement,0.9508,False,True,confident model disagrees
hv-1018-00009-matter-status-report-q2-2023,hv-1018-00009,hv-1018-00009-matter-status-report-q2-2023.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,matter_administration_memo,0.9504,False,True,confident model disagrees
hv-1002-00001-letter-agreement-insider-lockup,hv-1002-00001,hv-1002-00001-letter-agreement-insider-lockup.v1.txt,1,securities_offering_document,Securities Offering Document,False,securities_offering_document,deepseek,term_sheet_or_loi,0.9501,False,True,confident model disagrees
hv-1022-00002-memo-anti-trafficking-unjust-enrichment,hv-1022-00002,hv-1022-00002-memo-anti-trafficking-unjust-enrichment.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9501,False,True,confident model disagrees
hv-1038-00006-exhibit-c-top-50-vendors-list,hv-1038-00006,hv-1038-00006-exhibit-c-top-50-vendors-list.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,settlement_agreement,0.9501,False,True,confident model disagrees
hv-1027-00001-letter-agreement-insider-letter,hv-1027-00001,hv-1027-00001-letter-agreement-insider-letter.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,term_sheet_or_loi,0.95,False,True,confident model disagrees
hv-1041-00005-draft-amendment-fund-v-lpa,hv-1041-00005,hv-1041-00005-draft-amendment-fund-v-lpa.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,organizational_document,0.95,False,True,confident model disagrees
hv-1025-00007-letter-to-rating-agencies-preliminary-rating-conditions,hv-1025-00007,hv-1025-00007-letter-to-rating-agencies-preliminary-rating-conditions.v1.txt,1,legal_opinion_letter,Legal Opinion Letter,False,legal_opinion_letter,deepseek,engagement_letter,0.9498,False,True,confident model disagrees
hv-1038-00006-declaration-oberg-damages-pi,hv-1038-00006,hv-1038-00006-declaration-oberg-damages-pi.v1.txt,1,conflict_check_memorandum,Conflicts Check Memorandum,False,conflict_check_memorandum,deepseek,discovery_document,0.9496,False,True,confident model disagrees
hv-1018-00005-draft-medication-guide-psoriasis,hv-1018-00005,hv-1018-00005-draft-medication-guide-psoriasis.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,regulatory_filing,0.9493,False,True,confident model disagrees
hv-1018-00006-escrow-funding-confirmation,hv-1018-00006,hv-1018-00006-escrow-funding-confirmation.v1.txt,1,unclassified,Unclassified,False,unclassified,deepseek,legal_opinion_letter,0.9493,False,True,deepseek returned no label
hv-1004-00001-investors-rights-agreement,hv-1004-00001,hv-1004-00001-investors-rights-agreement.v1.txt,1,securities_offering_document,Securities Offering Document,False,securities_offering_document,deepseek,organizational_document,0.9492,False,True,confident model disagrees
hv-1016-00003-comfort-letter-request,hv-1016-00003,hv-1016-00003-comfort-letter-request.v1.txt,1,correspondence,Correspondence,False,correspondence,deepseek,securities_offering_document,0.9491,False,True,confident model disagrees
hv-1036-00004-manager-change-filings-delaware,hv-1036-00004,hv-1036-00004-manager-change-filings-delaware.v1.txt,1,matter_administration_memo,Matter Opening or Closing Memorandum,False,matter_administration_memo,deepseek,regulatory_filing,0.9491,False,True,confident model disagrees
hv-1027-00003-insurance-tender-letter,hv-1027-00003,hv-1027-00003-insurance-tender-letter.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,correspondence,0.9488,False,True,confident model disagrees
hv-1044-00001-without-prejudice-letter-sc-to-hw,hv-1044-00001,hv-1044-00001-without-prejudice-letter-sc-to-hw.v1.txt,1,motion_or_brief,Motion or Brief,False,motion_or_brief,deepseek,correspondence,0.9488,False,True,confident model disagrees
hv-1025-00008-meridian-form-mdla-kpa,hv-1025-00008,hv-1025-00008-meridian-form-mdla-kpa.v1.txt,1,commercial_agreement,Commercial or Services Agreement,False,commercial_agreement,deepseek,ip_or_technology_agreement,0.9487,False,True,confident model disagrees
hv-1002-00003-side-letter-cascadia-pers-initial,hv-1002-00003,hv-1002-00003-side-letter-cascadia-pers-initial.v1.txt,1,employment_agreement,Employment and Compensation Agreement,False,employment_agreement,deepseek,term_sheet_or_loi,0.9484,False,True,confident model disagrees
hv-1034-00004-ilit-schedule-a,hv-1034-00004,hv-1034-00004-ilit-schedule-a.v1.txt,1,organizational_document,"Charter, Bylaws or Organizational Document",False,organizational_document,deepseek,credit_or_financing_agreement,0.9481,False,True,confident model disagrees
hv-1039-00002-dd-memo-litigation-contingencies,hv-1039-00002,hv-1039-00002-dd-memo-litigation-contingencies.v1.txt,1,legal_research_memorandum,Legal Research and Advice Memorandum,False,legal_research_memorandum,deepseek,due_diligence_document,0.9481,False,True,confident model disagrees
